0,000141;867,2846069
600,18904;867,0112915
1200,3713;866,5922852
1800,5516;866,5282593
2400,732;866,762146
3000,9144;866,4034424
3601,0984;866,7288208
4201,2884;866,357605
4801,4746;866,5668335
5401,6628;865,4529419
6001,8458;863,4529419
6602,0341;865,6920776
7202,217;866,2425537
7802,4053;865,6539917
8402,5847;865,1399536
9002,772;864,8866577
9602,9543;864,5673218
10203,146;864,9412842
10803,327;864,5796509
11403,506;864,6883545
12003,698;864,3079224
12603,888;864,5234985
13204,071;863,583313
13804,332;863,743042
14404,521;863,4209595
15004,711;863,4707031
15604,934;862,8926392
16205,126;862,8396606
16805,314;862,3787231
17405,506;862,4825439
18005,686;862,9215088
18605,873;862,1460571
19206,059;860,4760742
19806,253;861,6065674
20406,446;860,9546509
21006,639;861,1196899
21606,824;861,5233765
22207,014;861,0435791
22807,196;861,2548828
23407,386;860,7825928
24007,579;860,8487549
24607,763;860,2531738
25207,945;861,2076416
25808,136;860,6473389
26408,322;860,3175049
27008,512;860,1081543
27608,701;859,8303833
28208,892;859,8082275
28809,078;859,8997803
29409,264;860,0175171
30009,45;858,1639404
30609,636;856,2193604
31209,824;856,9463501
31810,005;858,8496704
32410,199;858,7255249
33010,383;857,9660645
33610,568;857,3098145
34210,833;857,991272
34811,026;857,6553955
35411,216;857,2644043
36011,399;857,9163818
36611,592;857,333374
37211,774;856,9592285
37811,966;854,3616333
38412,154;854,3605347
39012,335;854,1367798
39612,528;855,8545532
40212,708;856,0656128
40812,888;855,5913086
41413,073;855,4421997
42013,253;854,3578491
42613,436;853,699707
43213,629;854,7226562
43813,811;854,9546509
44413,992;854,5084229
45014,182;855,2857666
45614,367;855,5750122
46214,546;854,8303223
46814,728;854,1875
47414,911;854,1573486
48015,102;854,3248291
48615,284;854,4199219
49215,477;853,8477783
49815,666;853,5627441
50415,851;854,0167236
51016,035;853,5817261
51616,214;853,4140015
52216,401;853,921936
52816,589;853,175354
53416,77;853,3276978
54016,964;853,3164673
54617,156;852,7269287
55217,339;852,6196899
55817,523;852,3581543
